u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,ref,est_width,access
40520819,40520816,0,"[189288797, 189288799]",2,Southeast Duke Street,tertiary,25 mph,False,76.157,"LINESTRING (-122.5922756 45.4758653, -122.5925637 45.4758636, -122.5932523 45.4758596)",,,,
40520819,40656981,0,"[420370833, 5539497]",,Southeast 69th Avenue,residential,20 mph,False,265.291,"LINESTRING (-122.5922756 45.4758653, -122.5922777 45.4753922, -122.5922864 45.4734795)",,,,
40520822,8347735102,0,5523444,,Southeast 70th Avenue,residential,20 mph,False,42.355,"LINESTRING (-122.5913242 45.4758724, -122.5913213 45.4754915)",,,,
40520822,40519373,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,76.29,"LINESTRING (-122.5913242 45.4758724, -122.5903458 45.4758781)",,,,
40520822,8347735107,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,28.812,"LINESTRING (-122.5913242 45.4758724, -122.5916937 45.4758696)",,,,
40520824,7987339059,0,188690226,2,Southeast 72nd Avenue,tertiary,25 mph,False,43.43599999999999,"LINESTRING (-122.5893488 45.4758844, -122.5893457 45.4758111, -122.5893472 45.4754938)",,,,
40520824,7987339064,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,31.305999999999997,"LINESTRING (-122.5893488 45.4758844, -122.5892505 45.4758844, -122.5889473 45.4758835)",,,,
40520824,40519373,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,77.741,"LINESTRING (-122.5893488 45.4758844, -122.5894499 45.4758843, -122.5903458 45.4758781)",,,,
40520828,40520831,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,50.682,"LINESTRING (-122.5874346 45.4758825, -122.5867846 45.4758804)",,,,
40520828,40453405,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,49.8,"LINESTRING (-122.5874346 45.4758825, -122.5880733 45.4758809)",,,,
40520828,40557920,0,5524293,,Southeast 74th Avenue,residential,,False,77.848,"LINESTRING (-122.5874346 45.4758825, -122.5874247 45.4752606, -122.587438 45.475183)",,,,
40520831,40520834,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,22.214,"LINESTRING (-122.5867846 45.4758804, -122.5864997 45.4758795)",,,,
40520831,40520828,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,50.682,"LINESTRING (-122.5867846 45.4758804, -122.5874346 45.4758825)",,,,
40520834,40678920,0,5538667,,Southeast 75th Avenue,residential,20 mph,False,151.459,"LINESTRING (-122.5864997 45.4758795, -122.5865029 45.4745174)",,,,
40520834,40520836,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,77.386,"LINESTRING (-122.5864997 45.4758795, -122.5855072 45.4758779)",,,,
40520834,40520831,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,22.214,"LINESTRING (-122.5864997 45.4758795, -122.5867846 45.4758804)",,,,
40520836,40520834,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,77.386,"LINESTRING (-122.5855072 45.4758779, -122.5864997 45.4758795)",,,,
40520836,40547236,0,420377425,,Southeast 76th Avenue,residential,20 mph,False,152.8,"LINESTRING (-122.5855072 45.4758779, -122.5855251 45.4745038)",,,,
40520836,40520838,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,105.464,"LINESTRING (-122.5855072 45.4758779, -122.5849289 45.4758765, -122.5841546 45.4758747)",,,,
40520838,40678927,0,131618497,,Southeast 77th Avenue,residential,20 mph,False,151.976,"LINESTRING (-122.5841546 45.4758747, -122.5841063 45.4758194, -122.5841095 45.4748926, -122.5841025 45.4747283, -122.5840478 45.4745211)",,,,
40520838,40520841,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,88.71499999999999,"LINESTRING (-122.5841546 45.4758747, -122.5830921 45.4758753, -122.5830168 45.4758754)",,,,
40520838,40520836,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,105.464,"LINESTRING (-122.5841546 45.4758747, -122.5849289 45.4758765, -122.5855072 45.4758779)",,,,
40520841,40580835,0,5526310,,Southeast 78th Avenue,residential,20 mph,False,151.974,"LINESTRING (-122.5830168 45.4758754, -122.5830159 45.4758132, -122.5830087 45.4752971, -122.5830116 45.4745087)",,,,
40520841,40520838,0,189288800,2,Southeast Duke Street,tertiary,25 mph,False,88.71499999999999,"LINESTRING (-122.5830168 45.4758754, -122.5830921 45.4758753, -122.5841546 45.4758747)",,,,
40520855,40470773,0,150870220,,Southeast Duke Street,tertiary,25 mph,False,41.123,"LINESTRING (-122.5790804 45.4758638, -122.5792074 45.4758644, -122.5796078 45.4758664)",,,,
40520855,8347782870,0,"[418666970, 164766563]",,Southeast 82nd Avenue,primary,30 mph,False,45.425000000000004,"LINESTRING (-122.5790804 45.4758638, -122.5790784 45.4757957, -122.5790795 45.4755404, -122.5790795 45.4754553)",,OR 213,,
40521292,4580303567,0,"[5521253, 462658390]",,Southeast 81st Avenue,"['residential', 'service']",20 mph,False,132.75,"LINESTRING (-122.5807322 45.4751799, -122.580733 45.4745011, -122.5805314 45.4744334, -122.580534 45.4740751)",,,,
40521292,40624196,0,5532412,,Southeast Claybourne Street,residential,20 mph,False,128.75,"LINESTRING (-122.5807322 45.4751799, -122.5798286 45.4751754, -122.579081 45.4751716)",,,,
40528854,7962545523,0,5521825,,Southeast Henderson Street,residential,20 mph,False,57.129,"LINESTRING (-122.5893523 45.4700109, -122.5886197 45.4700147)",,,,
40528854,40622712,0,188690226,2,Southeast 72nd Avenue,tertiary,25 mph,False,122.137,"LINESTRING (-122.5893523 45.4700109, -122.5893485 45.4711093)",,,,
40528854,8547399667,0,188690226,2,Southeast 72nd Avenue,tertiary,25 mph,False,73.6,"LINESTRING (-122.5893523 45.4700109, -122.5893524 45.4695255, -122.5893524 45.469349)",,,,
40528856,40389766,0,5521825,,Southeast Henderson Street,residential,20 mph,False,74.143,"LINESTRING (-122.5855312 45.4700306, -122.5845804 45.470032)",,,,
40528856,8337091013,0,5521825,,Southeast Henderson Street,residential,20 mph,False,109.392,"LINESTRING (-122.5855312 45.4700306, -122.586934 45.4700241)",,,,
40528856,40547255,0,112641923,,Southeast 76th Avenue,residential,,False,107.216,"LINESTRING (-122.5855312 45.4700306, -122.5855238 45.4709948)",,,,
40528856,4580303290,0,462658108,,,service,,False,54.113,"LINESTRING (-122.5855312 45.4700306, -122.5855713 45.4699634, -122.5855726 45.4695496)",,,,
40528859,40528863,0,5521825,,Southeast Henderson Street,residential,20 mph,False,307.597,"LINESTRING (-122.5830032 45.4700296, -122.5790586 45.4700284)",,,,
40528859,40389766,0,5521825,,Southeast Henderson Street,residential,20 mph,False,122.989,"LINESTRING (-122.5830032 45.4700296, -122.5845804 45.470032)",,,,
40528859,40580852,0,5526310,,Southeast 78th Avenue,residential,20 mph,False,74.446,"LINESTRING (-122.5830032 45.4700296, -122.582999 45.4693601)",,,,
40528859,40580845,0,5526310,,Southeast 78th Avenue,residential,20 mph,False,107.41499999999999,"LINESTRING (-122.5830032 45.4700296, -122.5830074 45.4707163, -122.5830075 45.4709298, -122.5830069 45.4709956)",,,,
40528863,40528859,0,5521825,,Southeast Henderson Street,residential,20 mph,False,307.597,"LINESTRING (-122.5790586 45.4700284, -122.5830032 45.4700296)",,,,
40528863,4576218205,0,189469006,,Southeast 82nd Avenue,primary,30 mph,False,5.226,"LINESTRING (-122.5790586 45.4700284, -122.5790587 45.4700754)",,OR 213,,
40528863,4576218208,0,189469006,,Southeast 82nd Avenue,primary,30 mph,False,74.412,"LINESTRING (-122.5790586 45.4700284, -122.5790569 45.4695393, -122.5790563 45.4693592)",,OR 213,,
40528886,40528888,0,5521827,,Southeast Henderson Street,residential,20 mph,False,207.591,"LINESTRING (-122.6100079 45.4693351, -122.6073458 45.4693341)",,,,
40528886,8710449134,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,4.804,"LINESTRING (-122.6100079 45.4693351, -122.6100069 45.4693783)",,,,
40528886,40660858,0,"[418538480, 188683061]",2,Southeast 52nd Avenue,secondary,25 mph,False,77.203,"LINESTRING (-122.6100079 45.4693351, -122.6100092 45.4688607, -122.6100096 45.4687177, -122.6100096 45.4686408)",,,,
40528888,40459120,0,5521827,,Southeast Henderson Street,residential,20 mph,False,199.458,"LINESTRING (-122.6073458 45.4693341, -122.604788 45.469333)",,,,
40528888,40528886,0,5521827,,Southeast Henderson Street,residential,20 mph,False,207.591,"LINESTRING (-122.6073458 45.4693341, -122.6100079 45.4693351)",,,,
40528888,40613673,0,112635190,,Southeast 54th Avenue,residential,20 mph,False,77.537,"LINESTRING (-122.6073458 45.4693341, -122.6073506 45.4686368)",,,,
40528888,40613670,0,112635190,,Southeast 54th Avenue,residential,20 mph,False,77.595,"LINESTRING (-122.6073458 45.4693341, -122.6073319 45.4696831, -122.6073582 45.4698566, -122.6073674 45.4700307)",,,,
40528891,40528894,0,5521827,,Southeast Henderson Street,residential,20 mph,False,203.078,"LINESTRING (-122.6021866 45.469335, -122.5995824 45.4693268)",,,,
40528891,40459120,0,5521827,,Southeast Henderson Street,residential,20 mph,False,202.858,"LINESTRING (-122.6021866 45.469335, -122.604788 45.469333)",,,,
40528891,40594674,0,"[189886947, 189886943]",,Southeast 60th Avenue,tertiary,20 mph,False,78.249,"LINESTRING (-122.6021866 45.469335, -122.6021864 45.4691602, -122.6021854 45.4689874, -122.6021833 45.4686313)",,,,
40528891,40594667,0,"[189886945, 189886947]",,Southeast 60th Avenue,tertiary,20 mph,False,75.89099999999999,"LINESTRING (-122.6021866 45.469335, -122.602189 45.4697423, -122.6021907 45.4700175)",,,,
40528894,40528891,0,5521827,,Southeast Henderson Street,residential,20 mph,False,203.078,"LINESTRING (-122.5995824 45.4693268, -122.6021866 45.469335)",,,,
40528894,40664940,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,77.688,"LINESTRING (-122.5995824 45.4693268, -122.5995693 45.4686282)",,,,
40528894,40664937,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,77.95,"LINESTRING (-122.5995824 45.4693268, -122.5996125 45.4700275)",,,,
40528947,40495227,0,5521831,,Southeast Henderson Street,residential,20 mph,False,78.487,"LINESTRING (-122.6139905 45.4698135, -122.612984 45.469811)",,,,
40528947,40621476,0,419807321,,Southeast 48th Avenue,residential,20 mph,False,88.715,"LINESTRING (-122.6139905 45.4698135, -122.6140009 45.4690157)",,,,
40528947,40621473,0,"[419807321, 5530285]",,Southeast 48th Avenue,residential,20 mph,False,75.513,"LINESTRING (-122.6139905 45.4698135, -122.6139915 45.4701478, -122.6139926 45.4704926)",,,,
40528949,40528951,0,5521831,,Southeast Henderson Street,residential,20 mph,False,78.892,"LINESTRING (-122.6120087 45.4698122, -122.610997 45.46981)",,,,
40528949,40495227,0,5521831,,Southeast Henderson Street,residential,20 mph,False,76.053,"LINESTRING (-122.6120087 45.4698122, -122.612984 45.469811)",,,,
40528949,40633296,0,112635138,,Southeast 50th Avenue,residential,20 mph,False,163.88,"LINESTRING (-122.6120087 45.4698122, -122.6120143 45.4683384)",,,,
40528949,40645949,0,112635183,,Southeast 50th Avenue,residential,20 mph,False,75.669,"LINESTRING (-122.6120087 45.4698122, -122.6120061 45.4704927)",,,,
40528951,8710449130,0,5521831,,Southeast Henderson Street,residential,20 mph,False,61.87,"LINESTRING (-122.610997 45.46981, -122.6102036 45.4698067)",,,,
40528951,40528949,0,5521831,,Southeast Henderson Street,residential,20 mph,False,78.892,"LINESTRING (-122.610997 45.46981, -122.6120087 45.4698122)",,,,
40528951,40622092,0,5530338,,Southeast 51st Avenue,residential,20 mph,False,203.598,"LINESTRING (-122.610997 45.46981, -122.611 45.467979)",,,,
40528953,8710449130,0,5521831,,Southeast Henderson Street,residential,20 mph,False,15.339,"LINESTRING (-122.6100069 45.4698059, -122.6102036 45.4698067)",,,,
40528953,8710449136,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,13.61,"LINESTRING (-122.6100069 45.4698059, -122.6100063 45.4696835)",,,,
40528953,40660855,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,24.42,"LINESTRING (-122.6100069 45.4698059, -122.6100032 45.4700255)",,,,
40547236,40547238,0,420377425,,Southeast 76th Avenue,residential,20 mph,False,107.648,"LINESTRING (-122.5855251 45.4745038, -122.5855234 45.4735357)",,,,
40547236,40520836,0,420377425,,Southeast 76th Avenue,residential,20 mph,False,152.8,"LINESTRING (-122.5855251 45.4745038, -122.5855072 45.4758779)",,,,
40547236,40678927,0,112641818,,Southeast Glenwood Street,residential,,False,115.257,"LINESTRING (-122.5855251 45.4745038, -122.58415 45.474512, -122.5840478 45.4745211)",,,,
40547236,40678920,0,112641818,,Southeast Glenwood Street,residential,,False,76.273,"LINESTRING (-122.5855251 45.4745038, -122.5858065 45.474514, -122.5865029 45.4745174)",,,,
40547238,40547236,0,420377425,,Southeast 76th Avenue,residential,20 mph,False,107.648,"LINESTRING (-122.5855234 45.4735357, -122.5855251 45.4745038)",,,,
40547238,40657020,0,"[5533490, 420377445]",,Southeast Cooper Street,residential,20 mph,False,115.854,"LINESTRING (-122.5855234 45.4735357, -122.5847676 45.4735345, -122.5840376 45.4735333)",,,,
40547238,40547240,0,"[420377425, 420377418]",,Southeast 76th Avenue,residential,20 mph,False,60.483000000000004,"LINESTRING (-122.5855234 45.4735357, -122.5855267 45.4733444, -122.5855328 45.4729918)",,,,
40547240,40557939,0,5524680,,Southeast Evergreen Street,residential,20 mph,False,148.551,"LINESTRING (-122.5855328 45.4729918, -122.5874379 45.4729881)",,,,
40547240,40547242,0,420377418,,Southeast 76th Avenue,residential,20 mph,False,15.212,"LINESTRING (-122.5855328 45.4729918, -122.5855339 45.472855)",,,,
40547240,40547238,0,"[420377425, 420377418]",,Southeast 76th Avenue,residential,20 mph,False,60.483000000000004,"LINESTRING (-122.5855328 45.4729918, -122.5855267 45.4733444, -122.5855234 45.4735357)",,,,
40547242,40547244,0,5523201,,Southeast 76th Avenue,residential,20 mph,False,54.375,"LINESTRING (-122.5855339 45.472855, -122.5855379 45.472366)",,,,
40547242,40562363,0,5524682,,Southeast Evergreen Street,residential,,False,116.574,"LINESTRING (-122.5855339 45.472855, -122.5840389 45.4728501)",,,,
40547242,40547240,0,420377418,,Southeast 76th Avenue,residential,20 mph,False,15.212,"LINESTRING (-122.5855339 45.472855, -122.5855328 45.4729918)",,,,
40547244,40547242,0,5523201,,Southeast 76th Avenue,residential,20 mph,False,54.375,"LINESTRING (-122.5855379 45.472366, -122.5855339 45.472855)",,,,
40547244,40557943,0,5534330,,Southeast Bybee Boulevard,residential,20 mph,False,149.17,"LINESTRING (-122.5855379 45.472366, -122.5874509 45.4723726)",,,,
40547244,40671415,0,610914519,,Southeast Bybee Boulevard,residential,,False,116.681,"LINESTRING (-122.5855379 45.472366, -122.5840416 45.4723762)",,,,
40547244,40440110,0,5523201,,Southeast 76th Avenue,residential,20 mph,False,69.00099999999999,"LINESTRING (-122.5855379 45.472366, -122.5855241 45.4721319, -122.585549 45.472051, -122.58555 45.471787, -122.5855553 45.4717477)",,,,
40547255,7138377465,0,5534496,,Southeast Ogden Street,residential,20 mph,False,174.128,"LINESTRING (-122.5855238 45.4709948, -122.5877568 45.4709843)",,,,
40547255,40528856,0,112641923,,Southeast 76th Avenue,residential,,False,107.216,"LINESTRING (-122.5855238 45.4709948, -122.5855312 45.4700306)",,,,
40547255,7559020733,0,5534496,,Southeast Ogden Street,residential,20 mph,False,157.469,"LINESTRING (-122.5855238 45.4709948, -122.5838952 45.4709953, -122.5835044 45.4709954)",,,,
40547255,40440110,0,"[420377422, 420377415]",,Southeast 76th Avenue,residential,20 mph,False,84.09299999999999,"LINESTRING (-122.5855238 45.4709948, -122.5855241 45.4713704, -122.5855244 45.4716796, -122.5855553 45.4717477)",,,,
40549601,40549607,0,5523444,,Southeast 70th Avenue,residential,20 mph,False,264.893,"LINESTRING (-122.5913078 45.473485, -122.5913257 45.4711028)",,,,
40549601,8347735102,0,5523444,,Southeast 70th Avenue,residential,20 mph,False,223.115,"LINESTRING (-122.5913078 45.473485, -122.5913213 45.4754915)",,,,
40549601,40519378,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.43,"LINESTRING (-122.5913078 45.473485, -122.5903277 45.4734942)",,,,
40549601,40656981,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.308,"LINESTRING (-122.5913078 45.473485, -122.5922864 45.4734795)",,,,
40549607,40549609,0,5523444,,Southeast 70th Avenue,residential,20 mph,False,273.351,"LINESTRING (-122.5913257 45.4711028, -122.5913192 45.4686445)",,,,
40549607,40549601,0,5523444,,Southeast 70th Avenue,residential,20 mph,False,264.893,"LINESTRING (-122.5913257 45.4711028, -122.5913078 45.473485)",,,,
40549607,40519380,0,5534496,,Southeast Ogden Street,residential,20 mph,False,76.811,"LINESTRING (-122.5913257 45.4711028, -122.5903407 45.4711085)",,,,
40549607,40673324,0,5534496,,Southeast Ogden Street,residential,20 mph,False,75.896,"LINESTRING (-122.5913257 45.4711028, -122.592299 45.4711002)",,,,
40549609,40549607,0,5523444,,Southeast 70th Avenue,residential,20 mph,False,273.351,"LINESTRING (-122.5913192 45.4686445, -122.5913257 45.4711028)",,,,
40549609,40519385,0,188813361,2,Southeast Flavel Street,tertiary,25 mph,False,76.674,"LINESTRING (-122.5913192 45.4686445, -122.590336 45.4686386)",,,,
40549609,40733125,0,188813361,2,Southeast Flavel Street,tertiary,25 mph,False,75.618,"LINESTRING (-122.5913192 45.4686445, -122.5922889 45.4686439)",,,,
40549609,40435518,0,"[5523459, 127430412, 420370839]",,Southeast 70th Avenue,residential,20 mph,False,251.84599999999995,"LINESTRING (-122.5913192 45.4686445, -122.591318 45.4679907, -122.5913174 45.4676285, -122.5913408 45.4675019, -122.5913801 45.467427, -122.5913957 45.467352, -122.5913883 45.4672557, -122.591391 45.4663865)",,,,
40549618,40549619,0,5523446,,Southeast 70th Avenue,residential,20 mph,False,98.841,"LINESTRING (-122.5914421 45.4641783, -122.5914429 45.4632894)",,,,
40549618,40622730,0,151179241,,Southeast Tenino Street,residential,20 mph,False,161.538,"LINESTRING (-122.5914421 45.4641783, -122.5893708 45.46417)",,,,
40549618,40652244,0,151179241,,Southeast Tenino Street,residential,20 mph,False,80.468,"LINESTRING (-122.5914421 45.4641783, -122.5924739 45.4641762)",,,,
40549619,40549618,0,5523446,,Southeast 70th Avenue,residential,20 mph,False,98.841,"LINESTRING (-122.5914429 45.4632894, -122.5914421 45.4641783)",,,,
40549619,40620680,0,420383336,,Southeast Harney Street,residential,20 mph,False,161.607,"LINESTRING (-122.5914429 45.4632894, -122.5895391 45.4632835, -122.5893716 45.4632715)",,,,
40549619,40549681,0,420383336,,Southeast Harney Street,residential,20 mph,False,41.313,"LINESTRING (-122.5914429 45.4632894, -122.5917467 45.4632792, -122.5919714 45.4632652)",,,,
40549681,40549683,0,5523456,,Southeast 70th Avenue,residential,20 mph,False,100.823,"LINESTRING (-122.5919714 45.4632652, -122.5919526 45.463105, -122.5919473 45.4630118, -122.5919501 45.4623591)",,,,
40549681,40549619,0,420383336,,Southeast Harney Street,residential,20 mph,False,41.313,"LINESTRING (-122.5919714 45.4632652, -122.5917467 45.4632792, -122.5914429 45.4632894)",,,,
40549681,40620677,0,420383336,,Southeast Harney Street,residential,20 mph,False,38.205,"LINESTRING (-122.5919714 45.4632652, -122.5921877 45.4632531, -122.5924606 45.4632522)",,,,
40549683,1308344915,0,5523456,,Southeast 70th Avenue,residential,20 mph,False,4.314,"LINESTRING (-122.5919501 45.4623591, -122.5919503 45.4623203)",,,,
40549683,40603460,0,5528378,,Southeast Sherrett Street,residential,20 mph,False,201.526,"LINESTRING (-122.5919501 45.4623591, -122.5893661 45.4623588)",,,,
40549683,40549681,0,5523456,,Southeast 70th Avenue,residential,20 mph,False,100.823,"LINESTRING (-122.5919501 45.4623591, -122.5919473 45.4630118, -122.5919526 45.463105, -122.5919714 45.4632652)",,,,
40550642,40604321,0,5533492,,Southeast Cooper Street,residential,20 mph,False,60.357,"LINESTRING (-122.581678 45.4735321, -122.5813795 45.4735294, -122.580904 45.473525)",,,,
40550642,40580838,0,5533492,,Southeast Cooper Street,residential,20 mph,False,103.59200000000001,"LINESTRING (-122.581678 45.4735321, -122.5826308 45.4735273, -122.5830065 45.4735298)",,,,
40550642,4580303571,0,"[420377434, 420377428]",,Southeast 80th Avenue,residential,20 mph,False,85.476,"LINESTRING (-122.581678 45.4735321, -122.5816787 45.4738636, -122.5816793 45.4741353, -122.5816797 45.4743008)",,,,
40550743,40550744,0,5523611,,Southeast 80th Avenue,residential,20 mph,False,75.306,"LINESTRING (-122.5816329 45.4686662, -122.581622 45.467989)",,,,
40550743,40580855,0,188813360,2,Southeast Flavel Street,tertiary,25 mph,False,106.616,"LINESTRING (-122.5816329 45.4686662, -122.5830001 45.4686654)",,,,
40550743,4576218212,0,188813360,2,Southeast Flavel Street,tertiary,25 mph,False,150.895,"LINESTRING (-122.5816329 45.4686662, -122.5802404 45.4686708, -122.5796979 45.4686714)",,,,
40550744,40550743,0,5523611,,Southeast 80th Avenue,residential,20 mph,False,75.306,"LINESTRING (-122.581622 45.467989, -122.5816329 45.4686662)",,,,
40550744,40550752,0,5523611,,Southeast 80th Avenue,residential,20 mph,False,76.793,"LINESTRING (-122.581622 45.467989, -122.581622 45.467751, -122.581574 45.467653, -122.581573 45.467304)",,,,
40550744,4576218211,0,"[5527952, 420390984]",,Southeast Malden Street,residential,20 mph,False,150.148,"LINESTRING (-122.581622 45.467989, -122.5804316 45.4679931, -122.5796966 45.4679957)",,,,
40550744,40599350,0,5527952,,Southeast Malden Street,residential,20 mph,False,199.806,"LINESTRING (-122.581622 45.467989, -122.583555 45.467985, -122.583809 45.468019, -122.5841796 45.4680205)",,,,
40550752,40469994,0,5523611,,Southeast 80th Avenue,residential,20 mph,False,47.369,"LINESTRING (-122.581573 45.467304, -122.581573 45.466878)",,,,
40550752,40624236,0,5533405,,Southeast Malden Court,residential,20 mph,False,196.643,"LINESTRING (-122.581573 45.467304, -122.5790514 45.46731)",,,,
40550752,40550744,0,5523611,,Southeast 80th Avenue,residential,20 mph,False,76.793,"LINESTRING (-122.581573 45.467304, -122.581574 45.467653, -122.581622 45.467751, -122.581622 45.467989)",,,,
40553093,40553095,0,5523861,,Southeast Tenino Drive,residential,,False,103.745,"LINESTRING (-122.614658 45.464859, -122.6140174 45.4654453, -122.6138332 45.4655905)",,,,
40553093,40494971,0,5538643,,Southeast Tenino Court,residential,,False,197.81599999999997,"LINESTRING (-122.614658 45.464859, -122.6141559 45.4645589, -122.6140427 45.4645332, -122.6139675 45.4645238, -122.6138743 45.4645284, -122.6137945 45.4645443, -122.6136971 45.4645818, -122.6135935 45.4646577, -122.6130969 45.4651051, -122.6129963 45.4651796, -122.6128964 45.46524, -122.6128359 45.4652646, -122.612755 45.4652882)",,,,
40553095,40494958,0,5523861,,Southeast Tenino Drive,residential,,False,87.86099999999999,"LINESTRING (-122.6138332 45.4655905, -122.6136713 45.4656941, -122.6135445 45.4657665, -122.6134233 45.4658221, -122.6132657 45.4658807, -122.6130716 45.465937, -122.6128706 45.4659814)",,,,
40553095,40553093,0,5523861,,Southeast Tenino Drive,residential,,False,103.745,"LINESTRING (-122.6138332 45.4655905, -122.6140174 45.4654453, -122.614658 45.464859)",,,,
40553095,40478156,0,5530295,,Southeast 48th Avenue,residential,,False,182.18,"LINESTRING (-122.6138332 45.4655905, -122.6138795 45.4657063, -122.6138941 45.4657988, -122.6138898 45.4669598, -122.6138829 45.4670226, -122.613845 45.4672219)",,,,
40553095,40633709,0,5531540,,Southeast Nehalem Street,residential,,False,91.597,"LINESTRING (-122.6138332 45.4655905, -122.6139658 45.4656168, -122.6140982 45.465658, -122.6141847 45.4656925, -122.6146908 45.4659146, -122.614853 45.465991)",,,,
40557920,40557928,0,5524293,,Southeast 74th Avenue,residential,,False,73.69800000000001,"LINESTRING (-122.587438 45.475183, -122.5874532 45.4746872, -122.5874499 45.4746126, -122.587426 45.4745219)",,,,
40557920,40520828,0,5524293,,Southeast 74th Avenue,residential,,False,77.848,"LINESTRING (-122.587438 45.475183, -122.5874247 45.4752606, -122.5874346 45.4758825)",,,,
40557920,40622698,0,5532427,,Southeast Claybourne Street,residential,20 mph,False,148.974,"LINESTRING (-122.587438 45.475183, -122.5878155 45.4751836, -122.5881873 45.4751841, -122.5893486 45.4751859)",,,,
40557928,8253633360,0,5524293,,Southeast 74th Avenue,residential,,False,32.859,"LINESTRING (-122.587426 45.4745219, -122.5874287 45.4742264)",,,,
40557928,40678920,0,5534916,,Southeast Glenwood Street,residential,20 mph,False,71.979,"LINESTRING (-122.587426 45.4745219, -122.5865029 45.4745174)",,,,
40557928,40557920,0,5524293,,Southeast 74th Avenue,residential,,False,73.69800000000001,"LINESTRING (-122.587426 45.4745219, -122.5874499 45.4746126, -122.5874532 45.4746872, -122.587438 45.475183)",,,,
40557939,40557943,0,5524294,,Southeast 74th Avenue,residential,,False,68.448,"LINESTRING (-122.5874379 45.4729881, -122.5874509 45.4723726)",,,,
40557939,40547240,0,5524680,,Southeast Evergreen Street,residential,20 mph,False,148.551,"LINESTRING (-122.5874379 45.4729881, -122.5855328 45.4729918)",,,,
40557939,40562328,0,5524680,,Southeast Evergreen Street,residential,20 mph,False,64.166,"LINESTRING (-122.5874379 45.4729881, -122.587632 45.4729583, -122.5882562 45.4729612)",,,,
40557943,40440107,0,5524294,,Southeast 74th Avenue,residential,,False,69.165,"LINESTRING (-122.5874509 45.4723726, -122.587445 45.4717506)",,,,
40557943,40557939,0,5524294,,Southeast 74th Avenue,residential,,False,68.448,"LINESTRING (-122.5874509 45.4723726, -122.5874379 45.4729881)",,,,
40557943,40547244,0,5534330,,Southeast Bybee Boulevard,residential,20 mph,False,149.17,"LINESTRING (-122.5874509 45.4723726, -122.5855379 45.472366)",,,,
40557943,40622704,0,5534330,,Southeast Bybee Boulevard,residential,20 mph,False,148.032,"LINESTRING (-122.5874509 45.4723726, -122.5893493 45.4723655)",,,,
40557966,40439153,0,5524297,,Southeast 74th Avenue,residential,20 mph,False,199.374,"LINESTRING (-122.5874505 45.4632802, -122.5874417 45.4650732)",,,,
40557966,454338946,0,5530218,,Southeast Harney Street,residential,20 mph,False,46.249,"LINESTRING (-122.5874505 45.4632802, -122.5868575 45.4632839)",,,,
40557966,40620680,0,5530218,,Southeast Harney Street,residential,20 mph,False,149.827,"LINESTRING (-122.5874505 45.4632802, -122.5893716 45.4632715)",,,,
40562328,40557939,0,5524680,,Southeast Evergreen Street,residential,20 mph,False,64.166,"LINESTRING (-122.5882562 45.4729612, -122.587632 45.4729583, -122.5874379 45.4729881)",,,,
40562363,40547242,0,5524682,,Southeast Evergreen Street,residential,,False,116.574,"LINESTRING (-122.5840389 45.4728501, -122.5855339 45.472855)",,,,
40562363,40671415,0,112641926,,Southeast 77th Avenue,residential,25 mph,False,52.696,"LINESTRING (-122.5840389 45.4728501, -122.5840416 45.4723762)",,,,
40562363,40657020,0,131618497,,Southeast 77th Avenue,residential,20 mph,False,75.969,"LINESTRING (-122.5840389 45.4728501, -122.5840376 45.4735333)",,,,
40566059,40566061,0,5525036,,Southeast Umatilla Street,residential,,False,89.629,"LINESTRING (-122.5893707 45.4636573, -122.5882215 45.463666)",,,,
40566059,40620680,0,319202497,,Southeast 72nd Avenue,tertiary,25 mph,False,42.899,"LINESTRING (-122.5893707 45.4636573, -122.5893716 45.4632715)",,,,
40566059,40622730,0,319202497,,Southeast 72nd Avenue,tertiary,25 mph,False,57.010000000000005,"LINESTRING (-122.5893707 45.4636573, -122.5893708 45.46412, -122.5893708 45.46417)",,,,
