u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,ref,est_width,access
40627673,8507623701,0,60420437,2,Southeast Clatsop Street,tertiary,20 mph,False,46.928,"LINESTRING (-122.5996731 45.4614388, -122.5990714 45.4614405)",,,,
40627673,37311613,0,60420437,2,Southeast Clatsop Street,tertiary,20 mph,False,27.001,"LINESTRING (-122.5996731 45.4614388, -122.6000193 45.4614378)",,,,
40627673,40603526,0,151179223,,Southeast 62nd Avenue,residential,20 mph,False,100.964,"LINESTRING (-122.5996731 45.4614388, -122.5996984 45.4615207, -122.5996809 45.4623448)",,,,
40633287,40621476,0,5531495,,Southeast Flavel Drive,residential,20 mph,False,84.618,"LINESTRING (-122.6149947 45.4693189, -122.61482 45.46928, -122.6145602 45.4692028, -122.6140009 45.4690157)",,,,
40633287,40642440,0,"[5532336, 419807318]",,Southeast 46th Avenue,residential,20 mph,False,129.763,"LINESTRING (-122.6149947 45.4693189, -122.614982 45.4694018, -122.6149802 45.4697471, -122.6149763 45.4704854)",,,,
40633296,40622092,0,5531495,,Southeast Flavel Drive,residential,20 mph,False,88.619,"LINESTRING (-122.6120143 45.4683384, -122.611 45.467979)",,,,
40633296,40528949,0,112635138,,Southeast 50th Avenue,residential,20 mph,False,163.88,"LINESTRING (-122.6120143 45.4683384, -122.6120087 45.4698122)",,,,
40633296,40495230,0,5531495,,Southeast Flavel Drive,residential,20 mph,False,84.051,"LINESTRING (-122.6120143 45.4683384, -122.6128081 45.4686026, -122.612987 45.468664)",,,,
40633312,40599339,0,188683055,,Southeast 52nd Avenue,secondary,25 mph,False,36.339,"LINESTRING (-122.610014 45.4676108, -122.6100144 45.4679376)",,,,
40633312,40660864,0,188683060,2,Southeast 52nd Avenue,secondary,25 mph,False,109.229,"LINESTRING (-122.610014 45.4676108, -122.6100217 45.4666285)",,,,
40633312,40622092,0,5531495,,Southeast Flavel Drive,residential,20 mph,False,88.98499999999999,"LINESTRING (-122.610014 45.4676108, -122.610216 45.467627, -122.6103 45.467643, -122.610376 45.467668, -122.610502 45.467732, -122.610667 45.467829, -122.6108318 45.4679076, -122.611 45.467979)",,,,
40633312,1649636484,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,62.571000000000005,"LINESTRING (-122.610014 45.4676108, -122.6098788 45.4676085, -122.6098406 45.4676002, -122.6097985 45.4675866, -122.6097628 45.4675728, -122.6097216 45.4675514, -122.6096718 45.4675173, -122.6096103 45.4674725, -122.6095632 45.467435, -122.6095107 45.46739, -122.6094072 45.4672899)",,,,
40633343,7960503864,0,853431144,,,service,,False,42.784,"LINESTRING (-122.6081765 45.4664408, -122.6085555 45.4661626)",,,,
40633343,40613683,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,88.866,"LINESTRING (-122.6081765 45.4664408, -122.6080996 45.4663838, -122.6080574 45.4663507, -122.6080114 45.4663097, -122.6079492 45.4662522, -122.6078628 45.4661667, -122.607627 45.4659266, -122.607563 45.465865, -122.6074924 45.4658029)",,,,
40633343,40435495,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,13.793000000000001,"LINESTRING (-122.6081765 45.4664408, -122.6082491 45.4664925, -122.6083037 45.4665269)",,,,
40633348,1367305963,0,122318632,,Southeast Clydie Court,residential,,False,45.695,"LINESTRING (-122.6062805 45.4649488, -122.6066938 45.4646575)",,,,
40633348,40633351,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,106.226,"LINESTRING (-122.6062805 45.4649488, -122.6061244 45.4648711, -122.6059424 45.4647884, -122.6052887 45.4644957, -122.6051391 45.4644277)",,,,
40633348,40613683,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,134.123,"LINESTRING (-122.6062805 45.4649488, -122.6064286 45.4650393, -122.6065033 45.4650849, -122.6065622 45.4651239, -122.6068128 45.4652951, -122.6072972 45.4656422, -122.6073992 45.4657242, -122.6074924 45.4658029)",,,,
40633351,7366639860,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,4.965,"LINESTRING (-122.6051391 45.4644277, -122.6050856 45.4644035)",,,,
40633351,40459134,0,5533143,,Southeast Tenino Street,residential,20 mph,False,27.548000000000002,"LINESTRING (-122.6051391 45.4644277, -122.6050566 45.4644666, -122.6050388 45.4644744, -122.6050168 45.4644788, -122.6048074 45.4644895)",,,,
40633351,40633348,0,31526965,2,Southeast Flavel Drive,tertiary,20 mph,False,106.226,"LINESTRING (-122.6051391 45.4644277, -122.6052887 45.4644957, -122.6059424 45.4647884, -122.6061244 45.4648711, -122.6062805 45.4649488)",,,,
40633652,40579254,0,5531535,,Southeast Nehalem Street,residential,20 mph,False,104.329,"LINESTRING (-122.5945556 45.4654082, -122.5932179 45.4654195)",,,,
40633652,4569184053,0,5541514,,Southeast 67th Avenue,residential,20 mph,False,34.17,"LINESTRING (-122.5945556 45.4654082, -122.5945568 45.4651009)",,,,
40633652,40592222,0,5541514,,Southeast 67th Avenue,residential,20 mph,False,91.277,"LINESTRING (-122.5945556 45.4654082, -122.5945611 45.4657039, -122.594556 45.4657423, -122.5945453 45.4657751, -122.594531 45.4658139, -122.5944891 45.4659152, -122.5944775 45.4659521, -122.5944668 45.4659997, -122.5944774 45.466221)",,,,
40633709,40553095,0,5531540,,Southeast Nehalem Street,residential,,False,91.597,"LINESTRING (-122.614853 45.465991, -122.6146908 45.4659146, -122.6141847 45.4656925, -122.6140982 45.465658, -122.6139658 45.4656168, -122.6138332 45.4655905)",,,,
40633709,40478152,0,5532339,,Southeast 46th Avenue,residential,20 mph,False,187.902,"LINESTRING (-122.614853 45.465991, -122.614882 45.46608, -122.6148936 45.4671668, -122.6149063 45.4672543, -122.6149355 45.4673285, -122.6150057 45.4674381, -122.6151055 45.4675576, -122.6151344 45.4676434)",,,,
40640502,40469940,0,5532163,,Southeast 66th Place,residential,20 mph,False,138.667,"LINESTRING (-122.5948857 45.468637, -122.5949035 45.46739)",,,,
40640502,40592213,0,188813346,2,Southeast Flavel Street,tertiary,25 mph,False,25.079,"LINESTRING (-122.5948857 45.468637, -122.5952073 45.4686378)",,,,
40640502,40739993,0,188813361,2,Southeast Flavel Street,tertiary,25 mph,False,51.447,"LINESTRING (-122.5948857 45.468637, -122.594226 45.4686416)",,,,
40642433,40458163,0,31527135,,Southeast Glenwood Street,residential,20 mph,False,84.236,"LINESTRING (-122.6155565 45.4747436, -122.6153605 45.474666, -122.6145771 45.4744254)",,,,
40642433,40479342,0,31527138,2,Southeast Glenwood Street,tertiary,25 mph,False,37.472,"LINESTRING (-122.6155565 45.4747436, -122.6156101 45.4747182, -122.615665 45.4747025, -122.6157323 45.4746936, -122.6158394 45.4746913, -122.6158931 45.4746864, -122.6159357 45.4746712, -122.6159982 45.4746373)",,,,
40642440,40621473,0,5539801,,Southeast Knapp Street,residential,20 mph,False,76.712,"LINESTRING (-122.6149763 45.4704854, -122.6139926 45.4704926)",,,,
40642440,40479350,0,5539801,,Southeast Knapp Street,residential,20 mph,False,79.631,"LINESTRING (-122.6149763 45.4704854, -122.6159974 45.4704947)",,,,
40642440,40633287,0,"[5532336, 419807318]",,Southeast 46th Avenue,residential,20 mph,False,129.763,"LINESTRING (-122.6149763 45.4704854, -122.6149802 45.4697471, -122.614982 45.4694018, -122.6149947 45.4693189)",,,,
40643529,40459100,0,5533481,,Southeast Cooper Street,residential,20 mph,False,84.931,"LINESTRING (-122.6059104 45.4735642, -122.6048212 45.4735683)",,,,
40643529,40613655,0,5533481,,Southeast Cooper Street,residential,20 mph,False,112.54,"LINESTRING (-122.6059104 45.4735642, -122.6073537 45.4735623)",,,,
40643529,4578126130,0,"[420365144, 5532399]",,Southeast 56th Avenue,residential,20 mph,False,193.903,"LINESTRING (-122.6059104 45.4735642, -122.6059121 45.4739242, -122.6059187 45.475308)",,,,
40645941,40440077,0,5532609,,Southeast 50th Avenue,residential,20 mph,False,76.134,"LINESTRING (-122.612033 45.4725824, -122.6120101 45.4718979)",,,,
40645941,40646019,0,5534329,,Southeast Bybee Boulevard,residential,20 mph,False,46.536,"LINESTRING (-122.612033 45.4725824, -122.6114362 45.4725841)",,,,
40645941,40621463,0,5534329,,Southeast Bybee Boulevard,residential,20 mph,False,112.051,"LINESTRING (-122.612033 45.4725824, -122.61347 45.4725819)",,,,
40645945,40621469,0,5534485,,Southeast Ogden Street,residential,20 mph,False,155.067,"LINESTRING (-122.6120051 45.4711972, -122.6139937 45.4712004)",,,,
40645945,40440077,0,112635135,,Southeast 50th Avenue,residential,20 mph,False,77.915,"LINESTRING (-122.6120051 45.4711972, -122.6120101 45.4718979)",,,,
40645945,40645949,0,420365141,,Southeast 50th Avenue,residential,20 mph,False,78.337,"LINESTRING (-122.6120051 45.4711972, -122.6120061 45.4704927)",,,,
40645945,40660850,0,5534485,,Southeast Ogden Street,residential,20 mph,False,156.15800000000002,"LINESTRING (-122.6120051 45.4711972, -122.61011 45.471193, -122.6100043 45.4711793)",,,,
40645949,40660853,0,5539801,,Southeast Knapp Street,residential,20 mph,False,156.288,"LINESTRING (-122.6120061 45.4704927, -122.610002 45.4704761)",,,,
40645949,40621473,0,5539801,,Southeast Knapp Street,residential,20 mph,False,154.904,"LINESTRING (-122.6120061 45.4704927, -122.6139926 45.4704926)",,,,
40645949,40528949,0,112635183,,Southeast 50th Avenue,residential,20 mph,False,75.669,"LINESTRING (-122.6120061 45.4704927, -122.6120087 45.4698122)",,,,
40645949,40645945,0,420365141,,Southeast 50th Avenue,residential,20 mph,False,78.337,"LINESTRING (-122.6120061 45.4704927, -122.6120051 45.4711972)",,,,
40646005,40520751,0,151004215,,Southeast 50th Avenue,residential,20 mph,False,51.906,"LINESTRING (-122.6114139 45.4762857, -122.6114149 45.4758189)",,,,
40646005,40495032,0,40533256,,Southeast Henry Street,residential,20 mph,False,78.408,"LINESTRING (-122.6114139 45.4762857, -122.6119502 45.4762933, -122.6121079 45.4762943, -122.6124193 45.4762887)",,,,
40646015,40622068,0,5534917,,Southeast Glenwood Street,residential,20 mph,False,75.033,"LINESTRING (-122.6114202 45.4744146, -122.6104579 45.4744143)",,,,
40646015,40621460,0,5534917,,Southeast Glenwood Street,residential,20 mph,False,158.294,"LINESTRING (-122.6114202 45.4744146, -122.6134503 45.4744188)",,,,
40646015,491652730,0,112641840,,Southeast 50th Avenue,residential,20 mph,False,103.168,"LINESTRING (-122.6114202 45.4744146, -122.6114248 45.4738874, -122.6114264 45.4737058, -122.6114283 45.4734868)",,,,
40646015,7010930062,0,151004216,,Southeast 50th Avenue,residential,20 mph,False,128.60399999999998,"LINESTRING (-122.6114202 45.4744146, -122.6114282 45.475209, -122.6114203 45.4755711)",,,,
40646019,7452254141,0,5534329,,Southeast Bybee Boulevard,residential,20 mph,False,72.565,"LINESTRING (-122.6114362 45.4725841, -122.6105056 45.4725869)",,,,
40646019,40645941,0,5534329,,Southeast Bybee Boulevard,residential,20 mph,False,46.536,"LINESTRING (-122.6114362 45.4725841, -122.612033 45.4725824)",,,,
40646019,491652730,0,112641840,,Southeast 50th Avenue,residential,20 mph,False,100.378,"LINESTRING (-122.6114362 45.4725841, -122.6114283 45.4734868)",,,,
40652231,40507717,0,5533134,,Southeast Tenino Street,residential,20 mph,False,80.444,"LINESTRING (-122.5996425 45.4641479, -122.598611 45.4641499)",,,,
40652231,40652359,0,151179222,,Southeast 62nd Avenue,residential,20 mph,False,36.072,"LINESTRING (-122.5996425 45.4641479, -122.5996401 45.4644723)",,,,
40652231,40620662,0,151179223,,Southeast 62nd Avenue,residential,20 mph,False,105.002,"LINESTRING (-122.5996425 45.4641479, -122.5996626 45.4632037)",,,,
40652237,40592233,0,5533134,,Southeast Tenino Street,residential,20 mph,False,79.118,"LINESTRING (-122.5965622 45.4641561, -122.5955477 45.464156)",,,,
40652237,40616797,0,5533134,,Southeast Tenino Street,residential,20 mph,False,79.502,"LINESTRING (-122.5965622 45.4641561, -122.5975816 45.4641513)",,,,
40652237,40620663,0,5542492,,Southeast 65th Avenue,residential,20 mph,False,105.486,"LINESTRING (-122.5965622 45.4641561, -122.5965766 45.4632075)",,,,
40652237,40469933,0,5542492,,Southeast 65th Avenue,residential,20 mph,False,380.957,"LINESTRING (-122.5965622 45.4641561, -122.5965576 45.465083, -122.5965952 45.4651149, -122.5968271 45.4651122, -122.59687 45.4651254, -122.5968926 45.4651509, -122.5968917 45.4652104, -122.5968502 45.4673829)",,,,
40652240,40592233,0,5533134,,Southeast Tenino Street,residential,20 mph,False,80.756,"LINESTRING (-122.5945122 45.4641577, -122.5955477 45.464156)",,,,
40652240,8337325232,0,151179241,,Southeast Tenino Street,residential,20 mph,False,42.437,"LINESTRING (-122.5945122 45.4641577, -122.5939681 45.4641632)",,,,
40652240,4569184053,0,5541514,,Southeast 67th Avenue,residential,20 mph,False,105.32600000000001,"LINESTRING (-122.5945122 45.4641577, -122.5945075 45.4646639, -122.5945113 45.4647086, -122.5945246 45.4647568, -122.5945487 45.4648112, -122.5945565 45.4648443, -122.5945582 45.4648754, -122.5945568 45.4651009)",,,,
40652240,40620672,0,420385561,,Southeast 67th Avenue,residential,20 mph,False,103.669,"LINESTRING (-122.5945122 45.4641577, -122.5945141 45.4632947, -122.594522 45.4632256)",,,,
40652244,40620677,0,5539510,,Southeast 69th Avenue,residential,20 mph,False,102.749,"LINESTRING (-122.5924739 45.4641762, -122.5924606 45.4632522)",,,,
40652244,40549618,0,151179241,,Southeast Tenino Street,residential,20 mph,False,80.468,"LINESTRING (-122.5924739 45.4641762, -122.5914421 45.4641783)",,,,
40652244,40579256,0,151179241,,Southeast Tenino Street,residential,20 mph,False,57.845,"LINESTRING (-122.5924739 45.4641762, -122.5932156 45.4641718)",,,,
40652316,40622728,0,5533139,,Southeast Tenino Street,residential,,False,98.546,"LINESTRING (-122.5881084 45.464343, -122.5893719 45.4643305)",,,,
40652359,40652231,0,151179222,,Southeast 62nd Avenue,residential,20 mph,False,36.072,"LINESTRING (-122.5996401 45.4644723, -122.5996425 45.4641479)",,,,
40652359,7366446382,0,151179240,,Southeast Tenino Street,residential,20 mph,False,42.714,"LINESTRING (-122.5996401 45.4644723, -122.6001878 45.4644737)",,,,
40652359,40430710,0,420370828,,Southeast 62nd Avenue,residential,20 mph,False,152.075,"LINESTRING (-122.5996401 45.4644723, -122.5996242 45.4658399)",,,,
40656957,40656959,0,5533481,,Southeast Cooper Street,residential,20 mph,False,95.23,"LINESTRING (-122.610747 45.473568, -122.6095257 45.4735679)",,,,
40656959,40613655,0,5533481,,Southeast Cooper Street,residential,20 mph,False,169.361,"LINESTRING (-122.6095257 45.4735679, -122.6073537 45.4735623)",,,,
40656959,40656957,0,5533481,,Southeast Cooper Street,residential,20 mph,False,95.23,"LINESTRING (-122.6095257 45.4735679, -122.610747 45.473568)",,,,
40656959,1564364664,0,123043727,2,Southeast 52nd Avenue,secondary,25 mph,False,43.158,"LINESTRING (-122.6095257 45.4735679, -122.6093918 45.4739445)",,,,
40656959,40660843,0,123043727,2,Southeast 52nd Avenue,secondary,25 mph,False,107.934,"LINESTRING (-122.6095257 45.4735679, -122.6096904 45.4731072, -122.6098573 45.4726255)",,,,
40656968,40664932,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,265.641,"LINESTRING (-122.5996609 45.4734464, -122.5996207 45.4710576)",,,,
40656968,1306526976,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,121.27,"LINESTRING (-122.5996609 45.4734464, -122.5996637 45.474537)",,,,
40656968,40507693,0,5533482,,Southeast Cooper Street,residential,20 mph,False,118.587,"LINESTRING (-122.5996609 45.4734464, -122.5989061 45.4734444, -122.5981406 45.4734645)",,,,
40656973,40673315,0,5542490,,Southeast 65th Avenue,residential,20 mph,False,261.387,"LINESTRING (-122.596184 45.4734204, -122.5961911 45.4710697)",,,,
40656973,40520800,0,5542490,,Southeast 65th Avenue,residential,20 mph,False,269.471,"LINESTRING (-122.596184 45.4734204, -122.5961753 45.4758438)",,,,
40656973,40592202,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.917,"LINESTRING (-122.596184 45.4734204, -122.5955688 45.4734106, -122.595337 45.4734213, -122.5952833 45.4734354, -122.5952105 45.473461)",,,,
40656973,40616780,0,5533482,,Southeast Cooper Street,residential,20 mph,False,77.473,"LINESTRING (-122.596184 45.4734204, -122.596258 45.4734386, -122.597173 45.473427)",,,,
40656976,40673319,0,5541495,,Southeast 67th Avenue,residential,20 mph,False,265.3,"LINESTRING (-122.5942329 45.473467, -122.5942318 45.4710811)",,,,
40656976,40520813,0,5541495,,Southeast 67th Avenue,residential,20 mph,False,265.668,"LINESTRING (-122.5942329 45.473467, -122.594226 45.4758562)",,,,
40656976,40579238,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.555,"LINESTRING (-122.5942329 45.473467, -122.59407 45.4734728, -122.5937489 45.473478, -122.5933737 45.4734579, -122.5932547 45.4734741)",,,,
40656976,40592202,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.59200000000001,"LINESTRING (-122.5942329 45.473467, -122.5943522 45.4734479, -122.5944639 45.4734479, -122.5946324 45.4734641, -122.5952105 45.473461)",,,,
40656981,40549601,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.308,"LINESTRING (-122.5922864 45.4734795, -122.5913078 45.473485)",,,,
40656981,40579238,0,5533482,,Southeast Cooper Street,residential,20 mph,False,76.63900000000001,"LINESTRING (-122.5922864 45.4734795, -122.5924278 45.4735059, -122.593103 45.4735125, -122.5932547 45.4734741)",,,,
40656981,40673324,0,"[5539497, 420370835, 420370836, 420370837]",,Southeast 69th Avenue,residential,20 mph,False,264.569,"LINESTRING (-122.5922864 45.4734795, -122.5922911 45.4725826, -122.5922922 45.4723814, -122.5922959 45.4716789, -122.592299 45.4711002)",,,,
40656981,40520819,0,"[5539497, 420370833]",,Southeast 69th Avenue,residential,20 mph,False,265.291,"LINESTRING (-122.5922864 45.4734795, -122.5922777 45.4753922, -122.5922756 45.4758653)",,,,
40657020,40562363,0,131618497,,Southeast 77th Avenue,residential,20 mph,False,75.969,"LINESTRING (-122.5840376 45.4735333, -122.5840389 45.4728501)",,,,
40657020,40678927,0,131618497,,Southeast 77th Avenue,residential,20 mph,False,109.859,"LINESTRING (-122.5840376 45.4735333, -122.5840389 45.4744127, -122.5840478 45.4745211)",,,,
40657020,40547238,0,"[5533490, 420377445]",,Southeast Cooper Street,residential,20 mph,False,115.854,"LINESTRING (-122.5840376 45.4735333, -122.5847676 45.4735345, -122.5855234 45.4735357)",,,,
40660843,7452254141,0,5534329,,Southeast Bybee Boulevard,residential,20 mph,False,51.466,"LINESTRING (-122.6098573 45.4726255, -122.6099709 45.4725884, -122.6105056 45.4725869)",,,,
40660843,40440083,0,123043727,2,Southeast 52nd Avenue,secondary,25 mph,False,83.987,"LINESTRING (-122.6098573 45.4726255, -122.6098993 45.4724887, -122.6099302 45.4723613, -122.6099586 45.4722178, -122.6099787 45.472065, -122.6099944 45.4719402, -122.6099976 45.4718777)",,,,
40660843,40656959,0,123043727,2,Southeast 52nd Avenue,secondary,25 mph,False,107.934,"LINESTRING (-122.6098573 45.4726255, -122.6096904 45.4731072, -122.6095257 45.4735679)",,,,
40660843,40613662,0,419803185,,Southeast Bybee Boulevard,residential,20 mph,False,195.04600000000002,"LINESTRING (-122.6098573 45.4726255, -122.609683 45.472667, -122.6073657 45.4726705)",,,,
40660850,40660853,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,78.193,"LINESTRING (-122.6100043 45.4711793, -122.610002 45.4704761)",,,,
40660850,40440083,0,189288794,2,Southeast 52nd Avenue,secondary,25 mph,False,77.66,"LINESTRING (-122.6100043 45.4711793, -122.6099976 45.4718777)",,,,
40660850,40645945,0,5534485,,Southeast Ogden Street,residential,20 mph,False,156.15800000000002,"LINESTRING (-122.6100043 45.4711793, -122.61011 45.471193, -122.6120051 45.4711972)",,,,
40660850,40613666,0,419807324,,Southeast Ogden Street,residential,20 mph,False,204.73,"LINESTRING (-122.6100043 45.4711793, -122.6098971 45.4711655, -122.6073806 45.4711642)",,,,
40660853,40645949,0,5539801,,Southeast Knapp Street,residential,20 mph,False,156.288,"LINESTRING (-122.610002 45.4704761, -122.6120061 45.4704927)",,,,
40660853,40660855,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,50.105,"LINESTRING (-122.610002 45.4704761, -122.6100032 45.4700255)",,,,
40660853,40660850,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,78.193,"LINESTRING (-122.610002 45.4704761, -122.6100043 45.4711793)",,,,
40660855,40528953,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,24.42,"LINESTRING (-122.6100032 45.4700255, -122.6100069 45.4698059)",,,,
40660855,40660853,0,188683061,2,Southeast 52nd Avenue,secondary,25 mph,False,50.105,"LINESTRING (-122.6100032 45.4700255, -122.610002 45.4704761)",,,,
40660855,40613670,0,5539786,,Southeast Knapp Street,residential,20 mph,False,205.539,"LINESTRING (-122.6100032 45.4700255, -122.6096348 45.470028, -122.6073674 45.4700307)",,,,
40660858,1736689933,0,123043721,,Southeast 52nd Avenue,secondary,25 mph,False,15.879000000000001,"LINESTRING (-122.6100096 45.4686408, -122.6100096 45.4685656, -122.6100101 45.468498)",,,,
40660858,40528886,0,"[418538480, 188683061]",2,Southeast 52nd Avenue,secondary,25 mph,False,77.203,"LINESTRING (-122.6100096 45.4686408, -122.6100096 45.4687177, -122.6100092 45.4688607, -122.6100079 45.4693351)",,,,
40660858,1736689953,0,778684778,3,Southeast Flavel Street,tertiary,25 mph,False,61.589,"LINESTRING (-122.6100096 45.4686408, -122.6099008 45.4686406, -122.6092198 45.4686396)",,,,
40660864,40633312,0,188683060,2,Southeast 52nd Avenue,secondary,25 mph,False,109.229,"LINESTRING (-122.6100217 45.4666285, -122.610014 45.4676108)",,,,
40660864,8709289021,0,188683060,2,Southeast 52nd Avenue,secondary,25 mph,False,42.944,"LINESTRING (-122.6100217 45.4666285, -122.6100224 45.466524, -122.610024 45.4662423)",,,,
40660869,1999330804,0,5538643,,Southeast Tenino Court,residential,,False,36.647,"LINESTRING (-122.6100326 45.4641194, -122.6102155 45.4641216, -122.6103659 45.4641314, -122.6104966 45.4641576)",,,,
40660869,40620804,0,"[188683054, 188683056, 188683057, 188683058, 188683059]",2,Southeast 52nd Avenue,secondary,25 mph,False,126.829,"LINESTRING (-122.6100326 45.4641194, -122.6100348 45.4637833, -122.6100362 45.4635849, -122.6100362 45.4632412, -122.6100388 45.4630753, -122.6100616 45.4630287, -122.6101038 45.4629919)",,,,
40660869,40478194,0,"[188683059, 188683060]",2,Southeast 52nd Avenue,secondary,25 mph,False,157.554,"LINESTRING (-122.6100326 45.4641194, -122.6100354 45.4642573, -122.6100293 45.4655363)",,,,
40664932,40507698,0,5534496,,Southeast Ogden Street,residential,20 mph,False,115.37,"LINESTRING (-122.5996207 45.4710576, -122.5981412 45.4710641)",,,,
40664932,4578064368,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,64.839,"LINESTRING (-122.5996207 45.4710576, -122.5996157 45.4704745)",,,,
40664932,40656968,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,265.641,"LINESTRING (-122.5996207 45.4710576, -122.5996609 45.4734464)",,,,
40664934,40507702,0,5539798,,Southeast Knapp Street,residential,20 mph,False,115.413,"LINESTRING (-122.5996148 45.4703668, -122.5981348 45.4703763)",,,,
40664934,40664937,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,37.729,"LINESTRING (-122.5996148 45.4703668, -122.5996125 45.4700275)",,,,
40664934,4578064368,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,11.976,"LINESTRING (-122.5996148 45.4703668, -122.5996157 45.4704745)",,,,
40664937,40594667,0,5539786,,Southeast Knapp Street,residential,20 mph,False,201.049,"LINESTRING (-122.5996125 45.4700275, -122.6021907 45.4700175)",,,,
40664937,40528894,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,77.95,"LINESTRING (-122.5996125 45.4700275, -122.5995824 45.4693268)",,,,
40664937,40664934,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,37.729,"LINESTRING (-122.5996125 45.4700275, -122.5996148 45.4703668)",,,,
40664940,40594674,0,188813358,2,Southeast Flavel Street,tertiary,25 mph,False,203.843,"LINESTRING (-122.5995693 45.4686282, -122.6021833 45.4686313)",,,,
40664940,40528894,0,419787915,,Southeast 62nd Avenue,residential,20 mph,False,77.688,"LINESTRING (-122.5995693 45.4686282, -122.5995824 45.4693268)",,,,
40664940,40599346,0,420370828,,Southeast 62nd Avenue,residential,20 mph,False,76.788,"LINESTRING (-122.5995693 45.4686282, -122.5995837 45.4679377)",,,,
40664940,40507706,0,"[188813332, 188813358, 188813359]",2,Southeast Flavel Street,tertiary,25 mph,False,112.69300000000001,"LINESTRING (-122.5995693 45.4686282, -122.5990912 45.4686276, -122.5988819 45.4686278, -122.5985579 45.468628, -122.5981242 45.4686315)",,,,
40670078,40520776,0,5534237,,Southeast 60th Place,residential,20 mph,False,73.961,"LINESTRING (-122.6013524 45.4751597, -122.6013907 45.475257, -122.6013862 45.4758212)",,,,
40671415,40440113,0,112641926,,Southeast 77th Avenue,residential,25 mph,False,70.799,"LINESTRING (-122.5840416 45.4723762, -122.5840464 45.4717395)",,,,
40671415,40562363,0,112641926,,Southeast 77th Avenue,residential,25 mph,False,52.696,"LINESTRING (-122.5840416 45.4723762, -122.5840389 45.4728501)",,,,
40671415,40547244,0,610914519,,Southeast Bybee Boulevard,residential,,False,116.681,"LINESTRING (-122.5840416 45.4723762, -122.5855379 45.472366)",,,,
40673315,40592205,0,5534496,,Southeast Ogden Street,residential,20 mph,False,76.106,"LINESTRING (-122.5961911 45.4710697, -122.5952152 45.4710794)",,,,
40673315,40616782,0,5534496,,Southeast Ogden Street,residential,20 mph,False,75.538,"LINESTRING (-122.5961911 45.4710697, -122.5971598 45.4710656)",,,,
40673315,40656973,0,5542490,,Southeast 65th Avenue,residential,20 mph,False,261.387,"LINESTRING (-122.5961911 45.4710697, -122.596184 45.4734204)",,,,
40673315,40739988,0,"[5542490, 420370831]",,Southeast 65th Avenue,residential,20 mph,False,270.572,"LINESTRING (-122.5961911 45.4710697, -122.596183 45.4691828, -122.5961825 45.4690665, -122.5961806 45.4686364)",,,,
40673319,40579241,0,5534496,,Southeast Ogden Street,residential,20 mph,False,74.844,"LINESTRING (-122.5942318 45.4710811, -122.5932721 45.4710915)",,,,
40673319,40592205,0,5534496,,Southeast Ogden Street,residential,20 mph,False,76.683,"LINESTRING (-122.5942318 45.4710811, -122.5952152 45.4710794)",,,,
40673319,40739993,0,5541495,,Southeast 67th Avenue,residential,20 mph,False,271.261,"LINESTRING (-122.5942318 45.4710811, -122.594226 45.4686416)",,,,
40673319,40656976,0,5541495,,Southeast 67th Avenue,residential,20 mph,False,265.3,"LINESTRING (-122.5942318 45.4710811, -122.5942329 45.473467)",,,,
40673324,40549607,0,5534496,,Southeast Ogden Street,residential,20 mph,False,75.896,"LINESTRING (-122.592299 45.4711002, -122.5913257 45.4711028)",,,,
40673324,40579241,0,5534496,,Southeast Ogden Street,residential,20 mph,False,75.886,"LINESTRING (-122.592299 45.4711002, -122.5932721 45.4710915)",,,,
40673324,40733125,0,"[420370834, 420370838]",,Southeast 69th Avenue,residential,20 mph,False,273.13,"LINESTRING (-122.592299 45.4711002, -122.5922913 45.4692327, -122.5922889 45.4686439)",,,,
40673324,40656981,0,"[5539497, 420370835, 420370836, 420370837]",,Southeast 69th Avenue,residential,20 mph,False,264.56899999999996,"LINESTRING (-122.592299 45.4711002, -122.5922959 45.4716789, -122.5922922 45.4723814, -122.5922911 45.4725826, -122.5922864 45.4734795)",,,,
