osmid,y,x,street_count,highway,geometry
40495227,45.469811,-122.612984,3,,POINT (-122.612984 45.469811)
40495230,45.468664,-122.612987,3,,POINT (-122.612987 45.468664)
40497820,45.464347,-122.6089346,1,,POINT (-122.6089346 45.464347)
40507641,45.47583,-122.5983858,3,,POINT (-122.5983858 45.47583)
40507691,45.4758316,-122.5981377,3,,POINT (-122.5981377 45.4758316)
40507693,45.4734645,-122.5981406,4,,POINT (-122.5981406 45.4734645)
40507698,45.4710641,-122.5981412,4,,POINT (-122.5981412 45.4710641)
40507702,45.4703763,-122.5981348,3,,POINT (-122.5981348 45.4703763)
40507706,45.4686315,-122.5981242,3,,POINT (-122.5981242 45.4686315)
40507715,45.4650641,-122.5985843,1,,POINT (-122.5985843 45.4650641)
40507717,45.4641499,-122.598611,4,,POINT (-122.598611 45.4641499)
40507720,45.4632048,-122.5986231,4,,POINT (-122.5986231 45.4632048)
40507722,45.4623452,-122.5986366,3,,POINT (-122.5986366 45.4623452)
40507725,45.4614417,-122.5986505,3,,POINT (-122.5986505 45.4614417)
40517638,45.4662358,-122.5932223,3,,POINT (-122.5932223 45.4662358)
40517642,45.4662033,-122.5925789,1,turning_circle,POINT (-122.5925789 45.4662033)
40519373,45.4758781,-122.5903458,4,,POINT (-122.5903458 45.4758781)
40519378,45.4734942,-122.5903277,4,,POINT (-122.5903277 45.4734942)
40519380,45.4711085,-122.5903407,4,,POINT (-122.5903407 45.4711085)
40519385,45.4686386,-122.590336,4,,POINT (-122.590336 45.4686386)
40519388,45.4679752,-122.5903231,1,,POINT (-122.5903231 45.4679752)
40520751,45.4758189,-122.6114149,3,,POINT (-122.6114149 45.4758189)
40520752,45.4757924,-122.6104451,3,,POINT (-122.6104451 45.4757924)
40520755,45.4758122,-122.6100599,3,,POINT (-122.6100599 45.4758122)
40520757,45.4758298,-122.6087348,4,traffic_signals,POINT (-122.6087348 45.4758298)
40520760,45.4758252,-122.6059211,3,,POINT (-122.6059211 45.4758252)
40520765,45.4758217,-122.6035246,4,,POINT (-122.6035246 45.4758217)
40520768,45.4758213,-122.6028807,3,,POINT (-122.6028807 45.4758213)
40520771,45.4758209,-122.6022404,4,,POINT (-122.6022404 45.4758209)
40520773,45.4758212,-122.6015854,3,,POINT (-122.6015854 45.4758212)
40520776,45.4758212,-122.6013862,3,,POINT (-122.6013862 45.4758212)
40520779,45.4758214,-122.6009576,3,,POINT (-122.6009576 45.4758214)
40520784,45.4758217,-122.6003065,3,,POINT (-122.6003065 45.4758217)
40520787,45.4758197,-122.5996671,4,,POINT (-122.5996671 45.4758197)
40520792,45.4758342,-122.5977463,3,,POINT (-122.5977463 45.4758342)
40520795,45.4758383,-122.597128,4,,POINT (-122.597128 45.4758383)
40520797,45.4758425,-122.5964578,3,,POINT (-122.5964578 45.4758425)
40520800,45.4758438,-122.5961753,3,,POINT (-122.5961753 45.4758438)
40520803,45.4758455,-122.5958042,3,,POINT (-122.5958042 45.4758455)
40520806,45.4758495,-122.5951843,4,,POINT (-122.5951843 45.4758495)
40520809,45.475852,-122.5945354,3,,POINT (-122.5945354 45.475852)
40520813,45.4758562,-122.594226,3,,POINT (-122.594226 45.4758562)
40520816,45.4758596,-122.5932523,3,,POINT (-122.5932523 45.4758596)
40520819,45.4758653,-122.5922756,3,,POINT (-122.5922756 45.4758653)
40520822,45.4758724,-122.5913242,4,,POINT (-122.5913242 45.4758724)
40520824,45.4758844,-122.5893488,4,,POINT (-122.5893488 45.4758844)
40520828,45.4758825,-122.5874346,3,,POINT (-122.5874346 45.4758825)
40520831,45.4758804,-122.5867846,3,,POINT (-122.5867846 45.4758804)
40520834,45.4758795,-122.5864997,3,,POINT (-122.5864997 45.4758795)
40520836,45.4758779,-122.5855072,3,,POINT (-122.5855072 45.4758779)
40520838,45.4758747,-122.5841546,4,,POINT (-122.5841546 45.4758747)
40520841,45.4758754,-122.5830168,3,,POINT (-122.5830168 45.4758754)
40520855,45.4758638,-122.5790804,4,traffic_signals,POINT (-122.5790804 45.4758638)
40521292,45.4751799,-122.5807322,3,,POINT (-122.5807322 45.4751799)
40528854,45.4700109,-122.5893523,3,,POINT (-122.5893523 45.4700109)
40528856,45.4700306,-122.5855312,4,,POINT (-122.5855312 45.4700306)
40528859,45.4700296,-122.5830032,4,,POINT (-122.5830032 45.4700296)
40528863,45.4700284,-122.5790586,3,,POINT (-122.5790586 45.4700284)
40528886,45.4693351,-122.6100079,3,,POINT (-122.6100079 45.4693351)
40528888,45.4693341,-122.6073458,4,,POINT (-122.6073458 45.4693341)
40528891,45.469335,-122.6021866,4,,POINT (-122.6021866 45.469335)
40528894,45.4693268,-122.5995824,3,,POINT (-122.5995824 45.4693268)
40528947,45.4698135,-122.6139905,3,,POINT (-122.6139905 45.4698135)
40528949,45.4698122,-122.6120087,4,,POINT (-122.6120087 45.4698122)
40528951,45.46981,-122.610997,3,,POINT (-122.610997 45.46981)
40528953,45.4698059,-122.6100069,3,,POINT (-122.6100069 45.4698059)
40547236,45.4745038,-122.5855251,4,,POINT (-122.5855251 45.4745038)
40547238,45.4735357,-122.5855234,3,,POINT (-122.5855234 45.4735357)
40547240,45.4729918,-122.5855328,3,,POINT (-122.5855328 45.4729918)
40547242,45.472855,-122.5855339,3,,POINT (-122.5855339 45.472855)
40547244,45.472366,-122.5855379,4,,POINT (-122.5855379 45.472366)
40547255,45.4709948,-122.5855238,4,,POINT (-122.5855238 45.4709948)
40549601,45.473485,-122.5913078,4,,POINT (-122.5913078 45.473485)
40549607,45.4711028,-122.5913257,4,,POINT (-122.5913257 45.4711028)
40549609,45.4686445,-122.5913192,4,,POINT (-122.5913192 45.4686445)
40549618,45.4641783,-122.5914421,3,,POINT (-122.5914421 45.4641783)
40549619,45.4632894,-122.5914429,3,,POINT (-122.5914429 45.4632894)
40549681,45.4632652,-122.5919714,3,,POINT (-122.5919714 45.4632652)
40549683,45.4623591,-122.5919501,3,,POINT (-122.5919501 45.4623591)
40550642,45.4735321,-122.581678,3,,POINT (-122.581678 45.4735321)
40550743,45.4686662,-122.5816329,3,,POINT (-122.5816329 45.4686662)
40550744,45.467989,-122.581622,4,,POINT (-122.581622 45.467989)
40550752,45.467304,-122.581573,3,,POINT (-122.581573 45.467304)
40553093,45.464859,-122.614658,3,,POINT (-122.614658 45.464859)
40553095,45.4655905,-122.6138332,4,,POINT (-122.6138332 45.4655905)
40557920,45.475183,-122.587438,3,,POINT (-122.587438 45.475183)
40557928,45.4745219,-122.587426,3,,POINT (-122.587426 45.4745219)
40557939,45.4729881,-122.5874379,3,,POINT (-122.5874379 45.4729881)
40557943,45.4723726,-122.5874509,4,,POINT (-122.5874509 45.4723726)
40557966,45.4632802,-122.5874505,3,,POINT (-122.5874505 45.4632802)
40562328,45.4729612,-122.5882562,1,,POINT (-122.5882562 45.4729612)
40562363,45.4728501,-122.5840389,3,,POINT (-122.5840389 45.4728501)
40566059,45.4636573,-122.5893707,3,,POINT (-122.5893707 45.4636573)
40566061,45.463666,-122.5882215,1,,POINT (-122.5882215 45.463666)
40578418,45.4644871,-122.579114,4,crossing,POINT (-122.579114 45.4644871)
40578427,45.4633008,-122.5809853,4,crossing,POINT (-122.5809853 45.4633008)
40579238,45.4734741,-122.5932547,4,,POINT (-122.5932547 45.4734741)
40579241,45.4710915,-122.5932721,4,,POINT (-122.5932721 45.4710915)
40579244,45.4686411,-122.5932561,4,,POINT (-122.5932561 45.4686411)
40579254,45.4654195,-122.5932179,4,,POINT (-122.5932179 45.4654195)
40579256,45.4641718,-122.5932156,3,,POINT (-122.5932156 45.4641718)
40579351,45.464168,-122.5934894,3,,POINT (-122.5934894 45.464168)
40579352,45.4632513,-122.593487,3,,POINT (-122.593487 45.4632513)
40580829,45.4632885,-122.5835701,3,,POINT (-122.5835701 45.4632885)
40580835,45.4745087,-122.5830116,3,,POINT (-122.5830116 45.4745087)
40580838,45.4735298,-122.5830065,3,,POINT (-122.5830065 45.4735298)
40580840,45.4720533,-122.5830136,3,,POINT (-122.5830136 45.4720533)
40580845,45.4709956,-122.5830069,4,,POINT (-122.5830069 45.4709956)
40580852,45.4693601,-122.582999,3,,POINT (-122.582999 45.4693601)
40580855,45.4686654,-122.5830001,3,,POINT (-122.5830001 45.4686654)
40592129,45.4686361,-122.595865,3,,POINT (-122.595865 45.4686361)
40592134,45.4662307,-122.5959126,1,,POINT (-122.5959126 45.4662307)
40592202,45.473461,-122.5952105,4,,POINT (-122.5952105 45.473461)
40592205,45.4710794,-122.5952152,4,,POINT (-122.5952152 45.4710794)
40592213,45.4686378,-122.5952073,3,,POINT (-122.5952073 45.4686378)
40592222,45.466221,-122.5944774,3,,POINT (-122.5944774 45.466221)
40592233,45.464156,-122.5955477,3,,POINT (-122.5955477 45.464156)
40592235,45.4632112,-122.5955543,4,,POINT (-122.5955543 45.4632112)
40592237,45.4623501,-122.5955704,4,,POINT (-122.5955704 45.4623501)
40593874,45.4693604,-122.5819134,1,turning_circle,POINT (-122.5819134 45.4693604)
40594663,45.4713254,-122.6022044,3,,POINT (-122.6022044 45.4713254)
40594667,45.4700175,-122.6021907,4,,POINT (-122.6021907 45.4700175)
40594674,45.4686313,-122.6021833,4,stop,POINT (-122.6021833 45.4686313)
40594677,45.4679405,-122.6021796,4,,POINT (-122.6021796 45.4679405)
40594683,45.4658505,-122.6021898,4,,POINT (-122.6021898 45.4658505)
40594686,45.464479,-122.602194,4,,POINT (-122.602194 45.464479)
40594689,45.4631114,-122.6022033,4,,POINT (-122.6022033 45.4631114)
40594693,45.4622452,-122.6022128,3,,POINT (-122.6022128 45.4622452)
40599339,45.4679376,-122.6100144,3,,POINT (-122.6100144 45.4679376)
40599340,45.4679388,-122.6073562,4,,POINT (-122.6073562 45.4679388)
40599346,45.4679377,-122.5995837,3,,POINT (-122.5995837 45.4679377)
40599350,45.4680205,-122.5841796,1,,POINT (-122.5841796 45.4680205)
40599360,45.4679979,-122.5790526,3,,POINT (-122.5790526 45.4679979)
40603460,45.4623588,-122.5893661,4,,POINT (-122.5893661 45.4623588)
40603465,45.4623859,-122.5868449,3,,POINT (-122.5868449 45.4623859)
40603526,45.4623448,-122.5996809,3,,POINT (-122.5996809 45.4623448)
40603532,45.4623502,-122.5965987,3,,POINT (-122.5965987 45.4623502)
40603535,45.4623544,-122.5945396,3,,POINT (-122.5945396 45.4623544)
40604305,45.473065,-122.581257,1,,POINT (-122.581257 45.473065)
40604321,45.473525,-122.580904,3,,POINT (-122.580904 45.473525)
40613655,45.4735623,-122.6073537,3,,POINT (-122.6073537 45.4735623)
40613662,45.4726705,-122.6073657,4,,POINT (-122.6073657 45.4726705)
40613666,45.4711642,-122.6073806,4,,POINT (-122.6073806 45.4711642)
40613670,45.4700307,-122.6073674,4,,POINT (-122.6073674 45.4700307)
40613673,45.4686368,-122.6073506,4,,POINT (-122.6073506 45.4686368)
40613683,45.4658029,-122.6074924,3,,POINT (-122.6074924 45.4658029)
40616780,45.473427,-122.597173,4,,POINT (-122.597173 45.473427)
40616782,45.4710656,-122.5971598,4,,POINT (-122.5971598 45.4710656)
40616784,45.4686328,-122.5971517,3,,POINT (-122.5971517 45.4686328)
40616791,45.4686328,-122.5978069,3,,POINT (-122.5978069 45.4686328)
40616797,45.4641513,-122.5975816,4,,POINT (-122.5975816 45.4641513)
40616800,45.4632073,-122.5975948,4,,POINT (-122.5975948 45.4632073)
40620662,45.4632037,-122.5996626,3,,POINT (-122.5996626 45.4632037)
40620663,45.4632075,-122.5965766,4,,POINT (-122.5965766 45.4632075)
40620672,45.4632256,-122.594522,4,,POINT (-122.594522 45.4632256)
40620677,45.4632522,-122.5924606,3,,POINT (-122.5924606 45.4632522)
40620680,45.4632715,-122.5893716,4,,POINT (-122.5893716 45.4632715)
40620765,45.4630533,-122.6035622,3,,POINT (-122.6035622 45.4630533)
40620768,45.4631098,-122.5996646,3,,POINT (-122.5996646 45.4631098)
40620804,45.4629919,-122.6101038,3,,POINT (-122.6101038 45.4629919)
40620806,45.4629078,-122.6066111,3,,POINT (-122.6066111 45.4629078)
40620835,45.462258,-122.6039882,3,,POINT (-122.6039882 45.462258)
40621460,45.4744188,-122.6134503,3,,POINT (-122.6134503 45.4744188)
40621463,45.4725819,-122.61347,3,,POINT (-122.61347 45.4725819)
40621469,45.4712004,-122.6139937,4,,POINT (-122.6139937 45.4712004)
40621473,45.4704926,-122.6139926,4,,POINT (-122.6139926 45.4704926)
40621476,45.4690157,-122.6140009,3,,POINT (-122.6140009 45.4690157)
40622068,45.4744143,-122.6104579,3,,POINT (-122.6104579 45.4744143)
40622092,45.467979,-122.611,3,,POINT (-122.611 45.467979)
40622102,45.464453,-122.611023,4,,POINT (-122.611023 45.464453)
40622698,45.4751859,-122.5893486,3,,POINT (-122.5893486 45.4751859)
40622700,45.4735004,-122.5893472,3,,POINT (-122.5893472 45.4735004)
40622704,45.4723655,-122.5893493,3,,POINT (-122.5893493 45.4723655)
40622712,45.4711093,-122.5893485,4,,POINT (-122.5893485 45.4711093)
40622719,45.4686538,-122.5893578,4,,POINT (-122.5893578 45.4686538)
40622725,45.4654177,-122.5893704,3,,POINT (-122.5893704 45.4654177)
40622728,45.4643305,-122.5893719,3,,POINT (-122.5893719 45.4643305)
40622730,45.46417,-122.5893708,3,,POINT (-122.5893708 45.46417)
40624196,45.4751716,-122.579081,3,,POINT (-122.579081 45.4751716)
40624200,45.4744828,-122.5790792,3,,POINT (-122.5790792 45.4744828)
40624203,45.4740715,-122.5790738,3,,POINT (-122.5790738 45.4740715)
40624206,45.4735224,-122.5790736,3,,POINT (-122.5790736 45.4735224)
40624207,45.4722668,-122.5790686,3,,POINT (-122.5790686 45.4722668)
40624210,45.4720426,-122.5790679,3,,POINT (-122.5790679 45.4720426)
40624216,45.4710046,-122.5790599,3,,POINT (-122.5790599 45.4710046)
40624219,45.47048,-122.5790593,3,,POINT (-122.5790593 45.47048)
40624229,45.46867,-122.5790528,4,traffic_signals,POINT (-122.5790528 45.46867)
40624236,45.46731,-122.5790514,3,,POINT (-122.5790514 45.46731)
40624245,45.464133,-122.5790518,3,,POINT (-122.5790518 45.464133)
40624249,45.4634896,-122.5790516,3,,POINT (-122.5790516 45.4634896)
40627673,45.4614388,-122.5996731,4,,POINT (-122.5996731 45.4614388)
40633287,45.4693189,-122.6149947,3,,POINT (-122.6149947 45.4693189)
40633296,45.4683384,-122.6120143,3,,POINT (-122.6120143 45.4683384)
40633312,45.4676108,-122.610014,4,,POINT (-122.610014 45.4676108)
40633343,45.4664408,-122.6081765,3,,POINT (-122.6081765 45.4664408)
40633348,45.4649488,-122.6062805,3,,POINT (-122.6062805 45.4649488)
40633351,45.4644277,-122.6051391,3,,POINT (-122.6051391 45.4644277)
40633652,45.4654082,-122.5945556,3,,POINT (-122.5945556 45.4654082)
40633709,45.465991,-122.614853,3,,POINT (-122.614853 45.465991)
40640502,45.468637,-122.5948857,3,,POINT (-122.5948857 45.468637)
40642433,45.4747436,-122.6155565,3,,POINT (-122.6155565 45.4747436)
40642440,45.4704854,-122.6149763,3,,POINT (-122.6149763 45.4704854)
40643529,45.4735642,-122.6059104,3,,POINT (-122.6059104 45.4735642)
40645941,45.4725824,-122.612033,3,,POINT (-122.612033 45.4725824)
40645945,45.4711972,-122.6120051,4,,POINT (-122.6120051 45.4711972)
40645949,45.4704927,-122.6120061,4,,POINT (-122.6120061 45.4704927)
40646005,45.4762857,-122.6114139,4,,POINT (-122.6114139 45.4762857)
40646015,45.4744146,-122.6114202,4,,POINT (-122.6114202 45.4744146)
40646019,45.4725841,-122.6114362,3,,POINT (-122.6114362 45.4725841)
40652231,45.4641479,-122.5996425,3,,POINT (-122.5996425 45.4641479)
40652237,45.4641561,-122.5965622,4,,POINT (-122.5965622 45.4641561)
40652240,45.4641577,-122.5945122,4,,POINT (-122.5945122 45.4641577)
40652244,45.4641762,-122.5924739,3,,POINT (-122.5924739 45.4641762)
40652316,45.464343,-122.5881084,1,,POINT (-122.5881084 45.464343)
40652359,45.4644723,-122.5996401,3,,POINT (-122.5996401 45.4644723)
40656957,45.473568,-122.610747,1,,POINT (-122.610747 45.473568)
40656959,45.4735679,-122.6095257,4,,POINT (-122.6095257 45.4735679)
40656968,45.4734464,-122.5996609,3,,POINT (-122.5996609 45.4734464)
40656973,45.4734204,-122.596184,4,,POINT (-122.596184 45.4734204)
40656976,45.473467,-122.5942329,4,,POINT (-122.5942329 45.473467)
40656981,45.4734795,-122.5922864,4,,POINT (-122.5922864 45.4734795)
40657020,45.4735333,-122.5840376,3,,POINT (-122.5840376 45.4735333)
40660843,45.4726255,-122.6098573,4,,POINT (-122.6098573 45.4726255)
40660850,45.4711793,-122.6100043,4,,POINT (-122.6100043 45.4711793)
40660853,45.4704761,-122.610002,3,,POINT (-122.610002 45.4704761)
40660855,45.4700255,-122.6100032,3,,POINT (-122.6100032 45.4700255)
40660858,45.4686408,-122.6100096,3,traffic_signals,POINT (-122.6100096 45.4686408)
40660864,45.4666285,-122.6100217,3,,POINT (-122.6100217 45.4666285)
40660869,45.4641194,-122.6100326,3,,POINT (-122.6100326 45.4641194)
40664932,45.4710576,-122.5996207,3,,POINT (-122.5996207 45.4710576)
40664934,45.4703668,-122.5996148,3,,POINT (-122.5996148 45.4703668)
40664937,45.4700275,-122.5996125,3,,POINT (-122.5996125 45.4700275)
40664940,45.4686282,-122.5995693,4,,POINT (-122.5995693 45.4686282)
40670078,45.4751597,-122.6013524,1,turning_circle,POINT (-122.6013524 45.4751597)
40671415,45.4723762,-122.5840416,3,,POINT (-122.5840416 45.4723762)
40673315,45.4710697,-122.5961911,4,,POINT (-122.5961911 45.4710697)
40673319,45.4710811,-122.5942318,4,,POINT (-122.5942318 45.4710811)
40673324,45.4711002,-122.592299,4,,POINT (-122.592299 45.4711002)
40678920,45.4745174,-122.5865029,4,,POINT (-122.5865029 45.4745174)
40678927,45.4745211,-122.5840478,4,,POINT (-122.5840478 45.4745211)
40679065,45.4744845,-122.5801262,1,,POINT (-122.5801262 45.4744845)
40699218,45.4615292,-122.5844258,3,turning_circle,POINT (-122.5844258 45.4615292)
40719448,45.465725,-122.5832539,1,,POINT (-122.5832539 45.465725)
40722778,45.4647867,-122.6112331,3,,POINT (-122.6112331 45.4647867)
40722975,45.4733333,-122.5865153,1,,POINT (-122.5865153 45.4733333)
40733125,45.4686439,-122.5922889,4,,POINT (-122.5922889 45.4686439)
40733128,45.4676314,-122.5922887,1,,POINT (-122.5922887 45.4676314)
40739984,45.4686329,-122.5968354,3,,POINT (-122.5968354 45.4686329)
40739988,45.4686364,-122.5961806,3,,POINT (-122.5961806 45.4686364)
40739993,45.4686416,-122.594226,4,,POINT (-122.594226 45.4686416)
